seg_id,time_to_failure
seg_09dd59,7.62036121
seg_09ed4e,9.701382618
seg_09f0ff,3.827408443
seg_0a0fbb,9.78234167
seg_0a1bd0,5.321428723
seg_0a42ba,9.285955189
seg_0a45a1,2.093753373
seg_0a97c4,4.297449966
seg_0aa0fb,7.613275058
seg_0b07c7,4.761636928
seg_0b082e,9.679586972
seg_0b32f7,3.990814556
seg_0b3b94,5.075691616
seg_0b48c4,2.941659455
seg_0b4b24,2.074941419
seg_0b54ac,3.177042964
seg_0b76f5,9.725989235
seg_0b9ad8,9.014588999
seg_0b9ba3,9.225320298
seg_0ba210,9.611249516
seg_0ba585,2.875385519
seg_0bb5fd,3.618774507
seg_0bc877,2.952350664
seg_0be6ee,3.002305455
seg_0c12cc,7.623051527
seg_0c1d3a,3.331228008
seg_0c247b,6.379971599
seg_0c3943,4.030043315
seg_0c4e31,2.218200632
seg_0c74cf,2.173022336
seg_0c8502,9.694079428
seg_0c89ce,6.37151749
seg_0c9aa8,9.723695762
seg_0cb81b,3.591531752
seg_0cca14,2.41318312
seg_0cdcc8,2.71820673
seg_0cf651,2.788080428
seg_0d0250,2.289135772
seg_0d04b9,4.070987025
seg_0d13a7,4.075769534
seg_0d434c,9.655570899
seg_0d540e,2.940418439
seg_0d663a,7.985086252
seg_0d6d68,4.508948405
seg_0d762e,7.602772128
seg_0d833c,5.099323273
seg_0dae4b,3.731530669
seg_0dc38f,2.091649943
seg_0dcc40,5.370161158
seg_0df469,3.164311445
seg_0df75c,9.678099139
seg_0dfe8c,3.602617778
seg_0e1370,2.080756898
seg_0e1fbe,3.563031806
seg_0e3739,3.494292413
seg_0e3d44,3.894318351
seg_0e3ed2,2.205516863
seg_0e4833,9.68833862
seg_0e7cc5,7.583250775
seg_0e8b79,9.692309585
seg_0e9987,3.461444848
seg_0e9bb3,6.403359491
seg_0eb333,2.17869605
seg_0ebfd9,5.022787818
seg_0f565c,3.005820341
seg_0f74a3,7.525349372
seg_0f8961,9.602318513
seg_0fc67a,9.251616463
seg_0fca83,2.18534758
seg_0fd3ff,2.785368285
seg_1010ad,8.15931555
seg_103b32,4.982705983
seg_105cd9,2.217205727
seg_1084af,4.788277262
seg_10a595,6.345085874
seg_10c09d,8.768318241
seg_10f3a6,2.879801456
seg_112b81,5.046984953
seg_1144bc,9.76453752
seg_114b79,4.31100173
seg_115617,3.253733248
seg_115a92,2.929143457
seg_11647f,4.236331946
seg_117278,2.642055889
seg_117ff4,2.34828003
seg_11860f,6.04987067
seg_1201e8,3.872079584
seg_121446,8.348673929
seg_121cba,2.096933717
seg_122ba9,2.23372682
seg_123dd4,9.166685054
seg_12ac20,9.669743833
seg_12b9ba,7.436558941
seg_12ee6e,3.645676444
seg_130e17,3.729097174
seg_13468a,3.546069378
seg_136285,5.351841502
seg_136695,7.651081442
seg_137f8a,8.142386079
seg_138807,5.285322244
seg_13c2f0,3.603988737
seg_13e25f,6.355054609
seg_140bc5,3.758727492
seg_141f34,9.597291846
seg_146926,9.675551389
seg_148698,8.367216035
seg_14ad27,2.202566076
seg_14c054,8.71557119
seg_14c371,7.765020336
seg_14c435,2.284142809
seg_14c89d,4.408926897
seg_14c8ce,6.460837928
seg_14d1d3,5.405508457
seg_14f5f0,7.633352443
seg_151368,8.157697809
seg_151d92,3.517244903
seg_153d6a,9.754593579
seg_154361,7.664823382
seg_1562cb,9.634293891
seg_158691,3.620132687
seg_158764,7.556461502
seg_15adff,2.271075401
seg_15bf25,8.039370161
seg_15c9f9,3.035871939
seg_161aeb,7.546560282
seg_161f5f,3.016161545
seg_162fc4,7.533486053
seg_16566c,4.682585972
seg_166f70,9.679265587
seg_168d1c,7.462491146
seg_16a270,7.466358911
seg_16c3a7,2.962827668
seg_17067e,4.379926307
seg_170684,8.471585876
seg_170a0c,9.612512084
seg_176542,5.423734463
seg_17799c,7.773412864
seg_179d90,8.040830165
seg_17adc0,5.373426492
seg_17d1ff,4.048983666
seg_17e596,7.56581021
seg_180481,5.431940072
seg_18096a,6.354420615
seg_1815fe,8.791983108
seg_1827c5,9.679265587
seg_184222,3.567836613
seg_185ad6,8.45460449
seg_18d1d0,2.976093635
seg_18d307,2.079590014
seg_18f633,2.110199426
seg_18f853,3.960632322
seg_18fb65,2.094685515
seg_193404,9.649105121
seg_19515c,5.333476554
seg_195eda,4.55450026
seg_1969c8,7.576521276
seg_19b08e,3.574028418
seg_19b9dd,7.693291737
seg_19e1ff,7.619489687
seg_19ec5c,9.633422983
seg_1a0e94,9.385971598
seg_1a0eca,5.356794482
seg_1a671a,2.962174941
seg_1a791c,3.188918508
seg_1a8e06,2.275229442
seg_1a8f0d,2.951816958
seg_1a8f2c,8.535774545
seg_1abcaf,2.863590224
seg_1ac9e2,4.355364908
seg_1ae362,7.88380064
seg_1afa29,2.231362882
seg_1b08a4,5.293867184
seg_1b1ad8,5.095763052
seg_1b2298,7.73207112
seg_1b78af,3.406275171
seg_1baf33,3.456709546
seg_1bd38e,7.57696471
seg_1bf7b3,4.205290198
seg_1c401b,7.54053342
seg_1c4c5b,5.122867355
seg_1c4e72,4.874793223
seg_1c849d,6.381486225
seg_1c904f,3.473711929
seg_1c929e,3.23742335
seg_1cb942,9.787750514
seg_1cd352,5.317692354
seg_1cf1b5,2.282761936
seg_1d044c,4.033313988
seg_1d11e5,2.995011232
seg_1d596d,3.475003952
seg_1d980f,3.406561592
seg_1da819,2.095489336
seg_1db443,6.364854772
seg_1db8e8,9.559995107
seg_1dec9c,9.655152742
seg_1e0523,3.019919248
seg_1e0b82,9.352131966
seg_1e572b,7.527191211
seg_1e617a,2.182631941
seg_1e61d6,2.16251876
seg_1e677e,5.012554712
seg_1eae76,4.429662451
seg_1ebe6b,2.405608929
seg_1ece48,2.101571498
seg_1eeb8f,4.242667451
seg_1ef708,3.08813056
seg_1f1e60,8.608611641
seg_1f3d44,6.415971704
seg_1f3ede,2.798961419
seg_1f5240,3.259540694
seg_1f7cf8,2.963022542
seg_1f9aed,4.381506729
seg_1fa983,2.335532009
seg_1fc7ab,5.488385122
seg_1fe311,9.694484629
seg_2005a7,4.248872068
seg_2018c8,9.79285174
seg_204dc6,3.023812694
seg_208ba5,2.985545782
seg_2099f4,6.365735404
seg_20a990,2.960233616
seg_20b8d0,5.390968798
seg_20cbac,2.35890842
seg_20cc25,2.089199501
seg_20d9de,9.463917414
seg_20e9ad,3.538800573
seg_210388,4.898314356
seg_211299,6.37151749
seg_211486,9.696109635
seg_214492,2.189874406
seg_217eed,2.99586841
seg_218049,2.157409565
seg_21eebb,2.313169061
seg_21faa9,9.724906871
seg_222c5f,3.043003477
seg_225320,9.700500229
seg_226e60,7.999988458
seg_229eda,6.379971599
seg_22e509,3.359611912
seg_2313d1,3.855837401
seg_232559,8.714691282
seg_23323e,2.242879757
seg_2367fb,7.696653083
seg_238242,7.593186167
seg_2383c2,5.472694751
seg_2396a2,2.234079922
seg_23b123,9.67140179
seg_23bdf9,5.431940072
seg_23c947,2.084550906
seg_23efb0,5.348884064
seg_23f823,3.330605403
seg_23fe27,8.698490397
seg_241266,2.103525468
seg_24157a,5.131917418
seg_24458d,4.54957688
seg_2465ce,5.336090742
seg_247262,5.036379897
seg_24ba8d,4.027346384
seg_24c078,7.56378239
seg_24c1c9,3.075804904
seg_24e071,3.907772297
seg_24f338,2.233912543
seg_257b8a,7.570788672
seg_2597af,3.821400972
seg_259c63,4.921938554
seg_259d65,2.12548267
seg_259dd3,9.595034576
seg_25aa9f,9.62434995
seg_25ab3f,4.420414844
seg_25b38a,6.477795529
seg_25c8dc,7.50836271
seg_25cca7,8.594998284
seg_25e76d,3.501695096
seg_26049e,8.410861544
seg_263deb,2.939641644
seg_263fb3,2.157804884
seg_2642d0,4.698744197
seg_2642d4,5.35550513
seg_264c7d,7.602045579
seg_266805,4.255763106
seg_266c6e,6.353291484
seg_266d4e,4.807938141
seg_268249,7.624260747
seg_268625,2.960975041
seg_268956,3.247936707
seg_26a2a0,2.168373741
seg_26cba3,2.223889265
seg_26edaa,9.678271053
seg_2700bd,4.337349116
seg_272a47,2.089199501
seg_274a1a,4.700626927
seg_2774c4,9.663089694
seg_279725,9.684646627
seg_27a282,5.315147561
seg_27b7c8,7.893780608
seg_27db4d,7.50685588
seg_27de37,7.586205939
seg_27f532,8.724871937
seg_27ff17,4.848670685
seg_280863,2.158764254
seg_280e3b,3.895433261
seg_284223,7.524918139
seg_284923,9.692805249
seg_287e60,2.758161348
seg_287fef,3.023368804
seg_288001,3.531091441
seg_2883ec,8.744525357
seg_289d99,2.901173316
seg_28fc32,5.423734463
seg_29022f,3.09821058
seg_2916e3,7.55958777
seg_293dbf,2.962807371
seg_293dc2,2.899719482
seg_29475f,3.679099283
seg_295b1c,8.606608687
seg_2977cd,3.847705784
seg_29a073,3.885002881
seg_29acb7,3.820539663
seg_29c772,6.345085874
seg_29c906,4.493945241
seg_29d497,5.360693506
seg_29d4c6,9.697270262
seg_29e799,6.041481781
seg_2a0ace,9.755017271
seg_2a0afc,5.391151889
seg_2a0dc0,8.565572761
seg_2a2f1e,5.382508252
seg_2a4551,7.521724713
seg_2a6343,7.472667906
seg_2a8351,2.893843652
seg_2aa101,3.577338676
seg_2abd33,4.67186772
seg_2b2cb3,6.38822887
seg_2b372b,3.479135858
seg_2b4959,5.029649279
seg_2b6d52,8.533599567
seg_2ba79a,2.933119978
seg_2bcbde,9.639970471
seg_2be983,9.704696937
seg_2bf5be,8.641683191
seg_2bf9dd,7.91796324
seg_2c3203,2.880982208
seg_2c5e9f,7.564738525
seg_2c6011,3.733381238
seg_2c69e4,8.579036201
seg_2c762c,6.388862865
seg_2cac57,9.716161788
seg_2cadc0,7.520228748
seg_2cdbe3,2.130847668
seg_2d3828,5.347065295
seg_2d402d,2.268151984
seg_2d427f,2.185035223
seg_2d5544,3.418353225
seg_2d7cc4,2.880982208
seg_2d92f0,9.313874132
seg_2db7dc,4.221380431
seg_2dc6ff,2.074941419
seg_2dccec,5.083090447
seg_2dcd3a,3.809808084
seg_2dcd84,7.763204196
seg_2dfb91,2.949931253
seg_2e2372,6.425670274
seg_2e50fb,3.006820635
seg_2e64af,3.805289286
seg_2e71dd,2.194866877
seg_2e88dd,7.573018657
seg_2e917f,4.258234637
seg_2e9a47,5.046559049
seg_2ea616,4.362392801
seg_2eccb9,3.474655005
seg_2ece02,3.283271485
seg_2ed79b,3.828810035
seg_2eddf6,8.704947556
seg_2ee95c,9.527528623
seg_2efd5c,8.393376436
seg_2f1664,7.540453536
seg_2f4f14,4.413868974
seg_2f5695,3.017628693
seg_2f60db,7.924556462
seg_2f86cd,2.093753373
seg_2f8e19,7.558202513
seg_2f8f6d,9.476136937
seg_2f9336,6.385038879
seg_2f9581,3.142674642
seg_2fb672,8.675563305
seg_2fe382,4.829924191
seg_301c1e,7.621237658
seg_30207d,9.464369758
seg_304581,4.281728441
seg_304b87,4.016064123
seg_304df5,8.784541411
seg_30501b,9.696249625
seg_3065ba,4.263817107
seg_30661b,3.380358046
seg_306756,8.274260164
seg_30ad2a,2.854655559
seg_30b043,3.388854782
seg_30da11,2.10354599
seg_30fd84,9.166685054
seg_310230,3.755297698
seg_31064b,3.36088531
seg_311499,2.127667989
seg_311b5e,2.894197729
seg_3128e6,3.236594789
seg_3151ff,4.634093589
seg_31631c,7.592257139
seg_316f86,3.617740038
seg_318135,2.128910995
seg_31a51f,2.11635135
seg_31a6cd,3.887974637
seg_31b808,6.382446784
seg_31c0f4,9.739467235
seg_31d763,5.351841502
seg_31d7bf,2.932091666
seg_31d810,6.473218237
seg_31ddc5,8.22123737
seg_3234ca,3.056545657
seg_324447,4.571239926
seg_324537,4.619936587
seg_325790,4.023623214
seg_326eb7,4.13333029
seg_327ed4,2.163412849
seg_32906d,2.212602518
seg_32ad0f,9.584437015
seg_32c904,8.314259991
seg_32d747,5.066120659
seg_32e763,2.800957804
seg_32f3a9,4.945951185
seg_32f6df,4.017425948
seg_32f72d,4.824749142
seg_32fc4e,9.7316047
seg_330579,3.667930135
seg_3319b5,8.367586995
seg_331f2b,9.716890599
seg_3340b9,4.767482162
seg_335170,2.100092546
seg_337b8c,3.5066508
seg_339f80,5.437929495
seg_33c30d,2.851217266
seg_342ce6,8.641229882
seg_343571,8.782538789
seg_3452b2,2.791062793
seg_34a2b8,4.645601755
seg_34a8f7,9.705567845
seg_34abd2,2.262254538
seg_34ef79,5.026467032
seg_3506d6,2.962987852
seg_35269b,9.737454461
seg_355717,3.379911105
seg_355d19,9.293552654
seg_35a2d7,9.660954833
seg_35b009,2.314688381
seg_35b753,4.683337673
seg_35ba8f,8.735439329
seg_35c587,2.136162662
seg_35dd45,9.636604036
seg_35ee83,2.936059655
seg_36147d,3.072190285
seg_361f5a,9.690625935
seg_3631ec,2.968017576
seg_3661de,9.712564016
seg_369570,4.378821815
seg_36b77f,9.708553502
seg_36e32d,9.125875454
seg_3706be,6.398197605
seg_373a04,7.499249089
seg_373ba6,3.269979301
seg_37608b,4.549130821
seg_3761d0,2.901919918
seg_37669c,4.328692701
seg_376908,2.179361509
seg_377134,3.789383146
seg_3788c5,9.360770717
seg_37bf85,3.279625726
seg_37f3fb,2.798551328
seg_38001b,2.827603535
seg_383b6b,3.944905108
seg_383f2e,7.44488561
seg_3865bc,3.387846619
seg_3878d0,2.143867768
seg_389906,7.577334319
seg_38ad16,9.780974588
seg_38ee24,7.607505077
seg_392019,5.263176475
seg_39300d,3.650298435
seg_395e0e,9.301907782
seg_397983,6.404804807
seg_397dc9,7.574488924
seg_398a25,4.970942466
seg_39a886,6.345085874
seg_39ad50,2.089199501
seg_3a1600,4.791067941
seg_3a22ac,5.283315501
seg_3a80c5,5.277444855
seg_3a8a76,2.756281961
seg_3aca44,2.092589454
seg_3adb1a,4.517477721
seg_3ae4d9,2.952798557
seg_3af649,3.967181099
seg_3b2013,2.12562095
seg_3b30fd,9.704009722
seg_3b4414,3.721775427
seg_3b7175,4.221371688
seg_3b7724,9.725738069
seg_3b95d2,9.701878283
seg_3b95dc,2.210812285
seg_3ba485,9.658987447
seg_3bb90a,2.249981694
seg_3bc9ed,6.392167019
seg_3bd97e,9.559762187
seg_3bf9ac,2.176932815
seg_3bfcf6,4.985164079
seg_3c3ddf,2.903561553
seg_3c4106,4.042245375
seg_3c64fb,6.38822887
seg_3c8545,2.147630166
seg_3cba49,7.578077523
seg_3cbccf,3.657940989
seg_3ce740,8.783958894
seg_3cfb73,9.176241438
seg_3d059a,3.591220613
seg_3d06cc,4.312648981
seg_3d19fc,2.945749228
seg_3d1cb3,5.350222414
seg_3d1f2e,4.257776118
seg_3d581c,2.110401422
seg_3d6aac,7.550423542
seg_3d6e79,6.37176599
seg_3d9aa0,5.046745741
seg_3db0a8,3.542097486
seg_3e00cd,9.600705246
seg_3e55d5,2.921423064
seg_3e87b4,2.158764254
seg_3ec967,3.24915793
seg_3edf51,3.123870088
seg_3f2086,9.517353296
seg_3f3689,3.532910356
seg_3f3983,6.398197605
seg_3f5be6,2.890513595
seg_3f80ef,4.55030033
seg_3f99c8,2.164479686
seg_3fb24b,4.201677925
seg_3fc7ca,8.593062949
seg_3fdae0,5.403746595
seg_407b2b,5.37731498
seg_40b3aa,2.089199501
seg_40f810,3.668691487
seg_411225,3.073758823
seg_414d0f,6.37151749
seg_4185b3,4.366245246
seg_419531,8.603885437
seg_419b2a,8.575650639
seg_41a267,9.79285174
seg_41aadc,4.791765712
seg_41ab7e,7.662266111
seg_41be18,7.45949991
seg_41be7d,5.382508252
seg_41f45e,7.69984156
seg_420bcc,5.278709099
seg_420d4e,6.418699131
seg_421a96,5.339677082
seg_421da1,8.460800599
seg_423ebe,4.182009953
seg_425462,3.47032035
seg_42648c,4.325105175
seg_4280d9,9.70490415
seg_428d66,3.797010851
seg_42c4c9,4.028275969
seg_42e7e8,5.020613838
seg_42ff14,7.494451417
seg_430e66,7.636346845
seg_43383f,4.05152719
seg_434c96,2.813694185
seg_43597f,3.451447085
seg_43c6f4,7.480849569
seg_440106,8.482606472
seg_4401d8,7.520301244
seg_441c6d,8.692933415
seg_4435bd,2.215911361
seg_447972,3.509385265
seg_447b8b,9.219259583
seg_447cb3,9.723941743
seg_44d3ca,3.329935796
seg_455b16,4.934899396
seg_456149,8.655259827
seg_457234,9.720309109
seg_45838b,4.573806196
seg_4587bb,7.577438571
seg_45a8a9,3.359274952
seg_45b051,2.952052024
seg_45e062,9.660954833
seg_45e4ed,2.119023765
seg_45e7ad,2.926829492
seg_46012e,8.497965856
seg_460436,8.378764479
seg_461ab5,2.80409051
seg_461b63,3.660057399
seg_462c1d,6.37176599
seg_464839,4.582453294
seg_468bc9,9.701382618
seg_468fdb,5.02636494
seg_46a42b,4.064387786
seg_46b84d,7.443523962
seg_46c6d3,8.580355171
seg_46dd7c,2.277925396
seg_4729a7,3.510326308
seg_4743ab,8.184332139
seg_4743fa,9.692309585
seg_476700,2.418998599
seg_476bdb,2.84456737
seg_477c83,4.617649028
seg_478327,7.397039601
seg_47a48f,9.677582995
seg_47d374,3.390226534
seg_47fed6,7.453018815
seg_482745,4.524332428
seg_4848e3,4.242364662
seg_484901,3.021850036
seg_486973,4.691458544
seg_48a4b3,7.982631397
seg_48a80c,2.100359229
seg_48b545,7.537690127
seg_48feba,2.921996498
seg_490092,8.571431313
seg_490d6e,4.919248598
seg_492dc6,2.229935263
seg_49322d,6.43934866
seg_49336f,2.180584394
seg_495573,9.659919538
seg_496d07,4.859960596
seg_496dad,2.402465491
seg_49b0cb,9.689209528
seg_49d84b,7.631179396
seg_49fdf0,8.209532728
seg_4a2525,8.569782193
seg_4a6096,2.21676452
seg_4a719c,4.879471559
seg_4a91a9,2.151311808
seg_4a9e6b,7.493080223
seg_4a9e8d,8.30890949
seg_4ab7bf,9.526375623
seg_4abc29,2.12548267
seg_4acc4b,3.478243935
seg_4ad5a2,7.534402604
seg_4ad674,3.596610266
seg_4adeda,9.563224563
seg_4ae37c,7.584989421
seg_4ae712,9.490806911
seg_4b0839,2.916084408
seg_4b4c91,7.489972801
seg_4b4ffb,2.978446007
seg_4b8044,4.935901608
seg_4b953a,2.153906226
seg_4ba3d1,8.699189723
seg_4c067a,4.981459914
seg_4c12b2,2.196836773
seg_4c18e2,2.952798557
seg_4c3a2b,8.749684009
seg_4c4995,5.380347018
seg_4c65e6,8.604273503
seg_4c8db6,7.716061647
seg_4ca6de,7.424957065
seg_4cb0d7,4.277741349
seg_4cb9c6,3.342775028
seg_4ce234,5.405508457
seg_4d0008,3.68731653
seg_4d0041,7.545918169
seg_4d0c45,6.38822887
seg_4d18f4,2.179361509
seg_4d2671,6.38822887
seg_4d53c2,9.639970471
seg_4d5a4a,2.211534199
seg_4d7c56,3.583083992
seg_4d8f0f,4.853103932
seg_4db886,8.754114528
seg_4db997,3.038988643
seg_4dbbd1,8.274610601
seg_4ddddc,7.507301242
seg_4dfa03,2.293088402
seg_4e0c4a,9.649914413
seg_4e2c66,2.8335514
seg_4e3bd7,2.179361509
seg_4e627b,3.680187322
seg_4e9646,7.621709113
seg_4ea3fa,5.433544604
seg_4ea81c,2.892604628
seg_4eb127,2.074941419
seg_4eeaef,2.909606992
seg_4eef28,8.725834863
seg_4f48b4,2.129067733
seg_4f5931,9.412919855
seg_4f76a2,3.84530574
seg_4f83a3,8.994436202
seg_4fa87d,8.324487565
seg_4fce5b,3.617952715
seg_4fd191,2.147987849
seg_500108,3.576338077
seg_5009d9,2.976536788
seg_500c80,6.38822887
seg_502fab,8.525282977
seg_507065,4.793551434
seg_5090fa,6.415971704
seg_509d55,3.636806992
seg_50a667,2.271507993
seg_50b048,5.336217669
seg_50e270,7.505140912
seg_511d25,7.481884567
seg_512b3e,8.482606472
seg_514543,4.29492385
seg_5147e1,4.263359602
seg_514b85,9.748938026
seg_5165a4,6.398197605
seg_517345,5.126150115
seg_517425,2.101117665
seg_51865e,3.190764232
seg_518b1e,2.175616325
seg_51b68c,9.740361166
seg_51f0a2,4.1880094
seg_51f6fd,5.324793907
seg_521a88,7.579778163
seg_523945,3.557896958
seg_524b39,7.488031961
seg_5254ce,9.736677005
seg_5255c0,8.317116037
seg_52636c,2.214463835
seg_529be4,3.700320434
seg_529c99,2.409982243
seg_52c139,9.723941743
seg_530a02,9.672360494
seg_53103b,3.493631301
seg_5311d1,2.079590014
seg_533613,8.781226978
seg_53498a,5.264599195
seg_53a557,3.503541292
seg_53a5fd,4.595587193
seg_53bdf5,8.212703266
seg_53caf1,7.653799301
seg_53d818,3.3581132
seg_53e645,5.327611112
seg_53fa13,3.056034032
seg_5407b0,2.299407942
seg_5445bc,3.469722866
seg_54490e,6.478956607
seg_545fda,7.95106723
seg_5467c8,8.746699594
seg_546864,9.740374203
seg_5470ca,3.804353795
seg_5495ca,2.755603932
seg_54af0d,2.094873215
seg_54b0ee,7.592243648
seg_54d0f3,2.974754906
seg_55239a,3.380704464
seg_552b8e,9.615280376
seg_5559d9,2.220324883
seg_555f63,2.136469703
seg_5597ed,3.080290812
seg_55a0c3,3.837853879
seg_55a9a4,7.538091976
seg_55b566,2.184847522
seg_55d50b,3.523530113
seg_561cf4,2.085834464
seg_563059,7.658937259
seg_5639b3,4.948348496
seg_566efe,9.669026106
seg_56e3e7,9.639970471
seg_56e6f1,3.576074588
seg_56ebc7,3.489126863
seg_570a20,4.436168806
seg_570d69,9.639970471
seg_572172,5.081863064
seg_5759c9,7.428934781
seg_5765b6,7.629928529
seg_578e84,9.649420235
seg_57908c,2.964135795
seg_57b6c0,4.764780574
seg_57dd68,9.469850322
seg_57ea44,2.079590014
seg_580b65,6.37176599
seg_581fac,2.26325392
seg_585872,8.582054018
seg_586726,3.241319275
seg_586c0f,4.055632011
seg_5887a8,8.414630761
seg_588f61,2.33065081
seg_58d52d,9.613013359
seg_58e74b,2.892929976
seg_58e9f9,8.702628599
seg_58ea74,8.594998284
seg_59058a,2.876343918
seg_590fa5,5.339183116
seg_591954,8.60157526
seg_5924f5,4.320032119
seg_592807,7.568429791
seg_593c34,3.393022173
seg_5965d8,3.802707855
seg_596ae3,5.429641662
seg_5975f4,3.147797278
seg_597bd6,6.381486225
seg_59818b,5.446263136
seg_59cd7d,2.913722085
seg_59cfdb,9.671149995
seg_59d484,5.279952183
seg_59de0b,2.074941419
seg_59e1db,7.640633175
seg_59eb97,4.064650921
seg_5a0479,5.081600716
seg_5a1adb,4.123057883
seg_5a242e,7.481935463
seg_5a67b5,8.38414986
seg_5a947e,3.150183005
seg_5abfdd,3.501898258
seg_5ad847,3.842812722
seg_5b392b,2.925221386
seg_5b7325,3.596584369
seg_5b8c39,3.398890113
seg_5bc0b0,8.344986801
seg_5bd9ae,4.31287659
seg_5bdb47,3.713781299
seg_5bfbf0,3.839128968
seg_5c0929,3.071455762
seg_5c1a4d,4.014885982
seg_5c530f,2.821895905
seg_5c57a8,2.097118528
seg_5c8ae5,4.193435507
seg_5c9077,7.648184959
seg_5cd98b,3.036727326
seg_5cde88,2.165103427
seg_5cfba9,8.477904968
seg_5cfdc4,3.66668138
seg_5d333e,8.12060536
seg_5d45db,6.402135754
seg_5d92af,6.424001773
seg_5d94b2,3.920761769
seg_5e020f,5.018623625
seg_5e0902,3.037891437
seg_5e1bba,4.749685339
seg_5e541f,2.079590014
seg_5e635a,3.296677027
seg_5e668a,8.764310168
seg_5e70a7,7.565215965
seg_5e7abf,3.467145479
seg_5e8ef4,6.418699131
seg_5eb380,3.7905252
seg_5ec0e3,8.24957884
seg_5ed47e,9.537578807
seg_5ef47e,6.381486225
seg_5f0a92,4.314619128
seg_5f24d3,8.514999263
seg_5f352e,2.889548014
seg_5f355e,7.438912492
seg_5f46a5,9.480550514
seg_5f7fd9,4.537961271
seg_5fe414,3.550372986
seg_60277f,3.780533202
seg_6074f9,4.922200848
seg_607559,7.601014815
seg_60ab20,9.768007844
seg_60b696,4.777654992
seg_60dacd,9.658566019
seg_60df2a,6.381486225
seg_610379,4.034803033
seg_61219c,4.359293502
seg_613702,3.68672533
seg_614b50,2.165103427
seg_6153ca,9.471865139
seg_6167f0,5.300588896
seg_616c8b,9.613651363
seg_61b50d,2.234703622
seg_61f504,3.263634995
seg_620ee4,4.462270622
seg_622e9d,3.415729093
seg_62331a,4.32451075
seg_6262c4,7.542345796
seg_629822,4.511790823
seg_62a403,9.469288615
seg_62c582,3.623197658
seg_63130f,9.679265587
seg_633651,4.755181753
seg_634180,2.995415555
seg_634f05,2.920600394
seg_635770,8.050437873
seg_63582a,9.639970471
seg_63c13d,4.043124787
seg_63c518,2.26239086
seg_63c8e4,9.672219547
seg_63c983,2.079590014
seg_63c9a3,5.372585463
seg_63d651,3.523615681
seg_6422d1,6.40198775
seg_643d1f,5.356971094
seg_643f86,8.65806444
seg_64bcb9,9.025806738
seg_64be5d,9.575321445
seg_64be91,9.384368426
seg_64daae,2.426800268
seg_64dcf0,5.160814035
seg_64f8dc,4.397660667
seg_650de2,3.320210032
seg_651808,3.030645028
seg_652cc2,3.509802643
seg_655780,2.186151163
seg_655ad6,6.428397701
seg_655cae,3.02559221
seg_658bf4,2.095443951
seg_659ff8,4.030607578
seg_65b962,4.206415783
seg_65c4e1,7.506944462
seg_65ef95,3.807407681
seg_65f01e,9.526859974
seg_65fbac,7.807978216
seg_660fe1,2.169752022
seg_660fef,6.345085874
seg_661629,3.432065402
