Id,SalePrice
1598,193168.92095809532
1599,152279.2066895547
1600,166985.38422154266
1601,63435.291628230494
1602,105738.1074224532
1603,84638.06788959357
1604,290378.4497260434
1605,233333.8134204484
1606,172848.4329323984
1607,175181.13830363945
1608,221968.52933094502
1609,187011.79937845664
1610,165539.66211042934
1611,140954.78225209756
1612,170336.77866973274
1613,161376.7276065826
1614,127664.74902033828
1615,88155.01150639061
1616,81872.61833686748
1617,85123.21915754038
1618,128788.89076901488
1619,140077.85163813145
1620,151640.21839339368
1621,142185.26100818775
1622,138238.29727312032
1623,280019.24762821314
1624,202996.77091820727
1625,123461.45137707017
1626,148884.43456789452
1627,190480.79663841665
1628,289630.61579900613
1629,176761.62281015495
1630,339204.15723455383
1631,204755.65430394083
1632,235530.24351783728
1633,173745.69200749247
1634,188715.2098230399
1635,188080.0634103816
1636,168779.54073475467
1637,201772.3722689247
1638,188229.38116047787
1639,171615.42991955002
1640,278587.84820036555
1641,187374.76974278022
1642,248378.12392186007
1643,242383.99385714467
1644,250989.97074675787
1645,204310.57109776317
1646,158647.2348252753
1647,158193.81782383914
1648,124361.45735598897
1649,142577.90023267147
1650,117139.22500140688
1651,117123.23020654757
1652,95996.10312707984
1653,100144.650652427
1654,151714.26380634372
1655,144585.69587604125
1656,149471.88960212911
1657,154883.10137217212
1658,149406.41546221025
1659,136640.0102010622
1660,148149.28864356555
1661,418054.64084096387
1662,385776.60924439336
1663,351552.4890450634
1664,454112.6818964212
1665,318805.55167281505
1666,366954.8319414186
1667,429063.55066118506
1668,347750.3467123065
1669,322019.9703295276
1670,357517.241795849
1671,250501.6160023409
1672,411345.98993172986
1673,310493.30764233915
1674,245874.1347158517
1675,192950.65375842294
1676,194818.8696680418
1677,223311.8867555816
1678,445251.16173311044
1679,389266.5790215943
1680,357987.2662531438
1681,248774.2603861753
1682,310058.9479363323
1683,184519.37741298616
1684,170208.18591527996
1685,175662.69557698115
1686,179618.32607303213
1687,168118.9654864683
1688,197103.06035189476
1689,204560.25680270273
1690,191323.71165121245
1691,181762.00294261606
1692,267757.00205226964
1693,165479.51033295834
1694,188871.7134987616
1695,166471.0126778799
1696,274768.2851890729
1697,165093.09759393783
1698,354110.02949656144
1699,302613.6264710602
1700,254579.65203467925
1701,286660.3419707666
1702,264385.94811252947
1703,260493.3326748137
1704,273205.4125085297
1705,221845.1632485679
1706,400034.8353544918
1707,216019.4188706383
1708,198470.943923003
1709,250875.807732034
1710,216471.9083672144
1711,261921.3103726984
1712,256440.73036250175
1713,289055.5885206512
1714,239615.2803544342
1715,217130.32012299937
1716,187229.13288821766
1717,169660.55563793195
1718,129734.78755381497
1719,195762.2910329027
1720,231550.6257211831
1721,171854.3628071591
1722,120850.42976749006
1723,162476.28893125406
1724,179109.29741412302
1725,242207.80749443214
1726,186514.6098454125
1727,158415.57754049357
1728,168774.4980318663
1729,172674.00385560002
1730,159253.14387052745
1731,125713.18232576067
1732,137264.2821381363
1733,116560.29533123467
1734,127098.11619547826
1735,132139.19611679515
1736,121086.99253187729
1737,352945.9223839274
1738,247352.7509146574
1739,224118.88423414645
1740,208836.46344956962
1741,174728.75707379341
1742,166477.00391000835
1743,167418.15898047175
1744,352191.75709060126
1745,203520.7362673397
1746,184085.50276721016
1747,247138.88500026523
1748,230160.74490227998
1749,147063.22728054406
1750,134152.31306405205
1751,246209.63384873964
1752,121177.59713743774
1753,142598.67135306494
1754,168337.351932872
1755,164879.67879861905
1756,134530.14538888744
1757,127498.92328284221
1758,135303.6504139962
1759,166506.28348394056
1760,159273.38109585101
1761,120729.20070008375
1762,182104.81548908202
1763,177274.6909778177
1764,122064.8016552438
1765,133659.8639724152
1766,162428.35143495686
1767,210780.58501536326
1768,141663.65863739492
1769,172317.78621720697
1770,155637.50867252544
1771,124325.56114810084
1772,139049.98598350026
1773,131767.17726531337
1774,142965.51044685312
1775,148595.24229624064
1776,118936.1811271214
1777,125181.03553666612
1778,135301.2059001404
1779,116044.15837966747
1780,155231.01191360553
1781,132296.793770641
1782,91324.796299978
1783,131091.50235698695
1784,92341.8065236326
1785,130449.78700635978
1786,156360.1659017426
1787,150708.04247668086
1788,51357.63765761805
1789,88093.85742493217
1790,81702.91461420112
1791,190520.26723424604
1792,163015.07818419737
1793,130004.46197748593
1794,147162.38370006834
1795,148915.6948646693
1796,127669.58878735943
1797,130264.15851580445
1798,129093.72340036476
1799,121622.2326017551
1800,128596.52460463646
1801,132682.4458406167
1802,141060.25758937164
1803,147571.1960730863
1804,143153.44839445606
1805,134351.22155107497
1806,125815.58237228007
1807,128676.41833414008
1808,111326.03212066065
1809,120097.13691963746
1810,144579.00759683416
1811,86652.67716932531
1812,98054.74588717197
1813,123377.29954150933
1814,95393.589685983
1815,54323.72944262382
1816,100355.3785202651
1817,106263.20980500056
1818,146956.8208690049
1819,128480.13253966317
1820,54251.37487846913
1821,110776.98240387496
1822,148203.7250900321
1823,45421.02141129669
1824,142353.81129589916
1825,130648.0333838942
1826,109387.24631286632
1827,102998.54489319153
1828,134441.66388252002
1829,122702.28280307465
1830,146676.24007848324
1831,150021.96843259022
1832,81007.25919394787
1833,132350.22754251037
1834,122778.86121195795
1835,122100.47346316955
1836,125887.4685769866
1837,87601.9686735172
1838,120981.08253471645
1839,98660.16984822604
1840,176198.62805037684
1841,158689.9727764262
1842,100373.68281290265
1843,129508.31188658804
1844,138749.77050308912
1845,147707.63563259112
1846,151127.86606698768
1847,194704.86248051267
1848,50295.78967488719
1849,107252.26048200109
1850,122603.78323445687
1851,155620.98989006638
1852,120857.20546863135
1853,126504.86212196757
1854,153204.282652115
1855,148678.65203894163
1856,221142.53451528138
1857,152593.37483004088
1858,142915.67574082935
1859,119394.85174094747
1860,159850.54578541376
1861,119453.33444312474
1862,262433.0607096561
1863,261566.7253324992
1864,261170.6855843593
1865,383224.424725844
1866,352218.81295842706
1867,216934.82245748444
1868,308041.46796131314
1869,199859.79765768867
1870,226593.52043192505
1871,244221.65715958594
1872,171399.66573358496
1873,236644.790523386
1874,139955.27511894808
1875,194987.90361658743
1876,198942.94357443255
1877,213015.38391324595
1878,201489.4573729009
1879,135357.91330710513
1880,134292.76622747298
1881,263737.7825048725
1882,254802.48434403492
1883,196227.78659842396
1884,214570.93273168505
1885,244439.53161557575
1886,316608.78924644174
1887,202806.4142063349
1888,271851.0311929789
1889,168299.077340694
1890,119285.5988562247
1891,146900.6302881817
1892,94825.76376857402
1893,130877.79585091313
1894,126015.3066674125
1895,143655.1081761436
1896,135716.45526033797
1897,122937.06367530779
1898,121146.04033992869
1899,165163.065324964
1900,148709.36139109035
1901,168722.64928998554
1902,136072.16427697826
1903,220011.9207493004
1904,133961.63867358718
1905,188169.54007411134
1906,122438.15355668272
1907,227367.61364334074
1908,114549.7913985626
1909,131262.2907713228
1910,123074.93590527675
1911,188562.49719346696
1912,288625.3688067018
1913,153007.2494625065
1914,56134.84380176034
1915,365849.25240503275
1916,54582.9787251801
1917,245864.2402118878
1918,146243.21319984843
1919,165632.31396535796
1920,139254.9374162446
1921,422638.28686241293
1922,335841.59958697954
1923,214732.65210235846
1924,243554.58633446335
1925,198865.35694400955
1926,389990.7990150537
1927,136554.15593818022
1928,151710.02934073715
1929,126260.10337406606
1930,130038.193339697
1931,147908.53591781267
1932,141936.79204586646
1933,170919.53501446763
1934,177731.7303170571
1935,172949.53853440937
1936,191444.32672158763
1937,181194.0640790261
1938,175199.9455852134
1939,236067.9605433595
1940,188497.0230691793
1941,174294.94672115782
1942,189626.10038219995
1943,203760.95650209562
1944,387654.0026924856
1945,379777.0451755065
1946,138461.88606096184
1947,298271.65802203905
1948,157923.75483397563
1949,263794.078984199
1950,186905.60753486404
1951,267887.40359855385
1952,223733.78975074837
1953,169737.83786077946
1954,188947.2935720042
1955,143013.09514737045
1956,329617.43934916344
1957,154779.82279289645
1958,298412.88335934846
1959,135595.309243513
1960,108252.98546094379
1961,130248.97012088702
1962,95575.40526791713
1963,106087.32641369285
1964,110960.74931621389
1965,140299.42190295257
1966,148776.31290746396
1967,296212.1422125648
1968,417156.16097939113
1969,401737.7399898208
1970,413297.56731275015
1971,496084.85049427644
1972,348679.6144514804
1973,254407.1089468924
1974,322886.9981502161
1975,428733.85614100064
1976,276788.0477809996
1977,361553.5415136534
1978,329060.1097125386
1979,316121.8695286622
1980,206898.56871866304
1981,312166.11810132756
1982,201524.3319954977
1983,196560.0768390707
1984,163308.71239024738
1985,217507.16558723612
1986,220126.59945938067
1987,181455.7102427393
1988,172271.16561626756
1989,192886.3186431707
1990,209727.9449098303
1991,233977.76977510727
1992,215310.85678216457
1993,171065.77693607262
1994,226160.43055413797
1995,181143.79812940815
1996,264298.5952530024
1997,324505.40912840335
1998,313544.9698953963
1999,278532.7950915342
2000,327682.30166557466
2001,282871.3682398869
2002,280709.7354512015
2003,267891.76572784263
2004,271312.2031576313
2005,226349.3675108595
2006,220174.19929919302
2007,243783.5294414982
2008,208288.98339990023
2009,196621.88550594277
2010,178780.79893649978
2011,131130.01840702406
2012,163443.9217293232
2013,174058.23239955358
2014,183722.70996654194
2015,191937.75438365378
2016,191311.13789373494
2017,185224.93233510974
2018,120298.23725432598
2019,136759.2957203407
2020,112911.91273252617
2021,106118.29794326918
2022,184582.87624540753
2023,145927.5785040809
2024,263709.36572454136
2025,353149.0379324936
2026,175101.88928667776
2027,153595.24331076548
2028,148601.6817987955
2029,177198.0731208791
2030,256997.37047094994
2031,219380.95320630015
2032,248109.4060643318
2033,265072.38253364904
2034,165031.39597691526
2035,225350.703197749
2036,192960.37186369902
2037,195012.47712500978
2038,312650.7678240622
2039,225617.15702062636
2040,288437.04528634524
2041,318183.06020389794
2042,201027.81911165972
2043,168498.68314318152
2044,149732.99581840163
2045,232402.80258939
2046,149771.92809260864
2047,141287.93457296267
2048,141048.74876363765
2049,134243.08287651362
2050,188950.8816072955
2051,102216.23813725795
2052,116570.25968828582
2053,152401.7161675759
2054,89603.08307804485
2055,159912.8293384156
2056,144945.67522698297
2057,123727.37990830855
2058,208893.4450514308
2059,130441.15355024538
2060,171243.49425008678
2061,158407.31476402422
2062,134130.32624489363
2063,120324.0218625122
2064,143115.38409031476
2065,117456.94720407603
2066,151162.70510503036
2067,124797.6809377508
2068,140172.54882922003
2069,76560.69299351967
2070,123298.82463998123
2071,103178.63492196276
2072,129459.5196693075
2073,147124.6636751273
2074,173120.5970026022
2075,153970.85106405785
2076,121114.34877474018
2077,146595.12493680228
2078,126930.98099990626
2079,130641.85046622893
2080,130244.00019870687
2081,135474.16987179217
2082,124919.33895902641
2083,142480.09557879705
2084,107142.52955964544
2085,129206.45833601432
2086,111537.99993072069
2087,122522.2820700454
2088,97555.87602955087
2089,78901.6545789276
2090,133438.43698429974
2091,118791.8297039866
2092,125080.17446412677
2093,134165.34071698034
2094,111536.30472059197
2095,141269.7042830632
2096,74084.77215710765
2097,95823.91609061023
2098,147065.6387864118
2099,50256.70164663392
2100,75624.79008734357
2101,111256.44817723823
2102,118686.26403797533
2103,104247.6563427137
2104,126299.24389890824
2105,118438.86993043781
2106,58134.46967911846
2107,204021.11479033148
2108,115193.157492643
2109,104496.31277461957
2110,120979.90815042082
2111,144435.4225844763
2112,136562.46855556034
2113,124537.49061329043
2114,114439.28779997812
2115,155538.79755427953
2116,120450.63805516278
2117,147963.60018569586
2118,127604.14912836575
2119,120566.1363495547
2120,108506.3710827264
2121,107612.43828947
2122,120219.56489179512
2123,67813.59461697825
2124,154355.24436792507
2125,120481.27364384022
2126,158623.78901039404
2127,162617.1061907935
2128,142003.0910018666
2129,100351.09624177955
2130,145365.86051788044
2131,142044.25078432952
2132,120337.61015833345
2133,125824.04678447633
2134,148856.7426808886
2135,89199.3532075527
2136,83009.11758860767
2137,109493.50823118973
2138,127966.1090421195
2139,147508.55374650573
2140,140672.4087685349
2141,141269.54996266463
2142,124009.45702180942
2143,135513.45715839422
2144,130616.90807347266
2145,140191.34010350142
2146,157846.70694836247
2147,159197.01446290387
2148,118400.16560183068
2149,139857.67105856558
2150,235132.26579335527
2151,108504.18614194382
2152,154690.0384501134
2153,154377.34656882365
2154,109314.1537985209
2155,128244.39066119505
2156,234897.0472712802
2157,243514.45893269227
2158,220131.4577698477
2159,198247.42812620834
2160,164997.96367465475
2161,233856.55266183152
2162,373299.3866943086
2163,397176.86680188065
2164,234296.2859903129
2165,223677.08804058164
2166,147743.35876815458
2167,224963.04747684652
2168,206004.52953569766
2169,194362.49590130532
2170,216671.01448177526
2171,155595.20140450372
2172,134555.44883352652
2173,165805.92515493202
2174,239950.115595215
2175,291065.3685123354
2176,357295.89293877524
2177,246251.5201359182
2178,212740.37150871506
2179,141095.5993413595
2180,253017.0081671067
2181,181201.79059291547
2182,220572.68140176
2183,187193.7286215684
2184,123055.53182541698
2185,117848.20546086579
2186,151255.0192144063
2187,152488.26357317308
2188,149164.5899289384
2189,233032.05030918916
2190,80584.17854317333
2191,81510.05030660878
2192,87106.61570547517
2193,98788.94731915389
2194,105029.48462696867
2195,110855.51912581109
2196,114328.50965908049
2197,118631.36245029545
2198,148870.08381534507
2199,176500.0152456752
2200,149304.7694880901
2201,146509.50528197133
2202,190572.71540106897
2203,152798.06483833803
2204,197801.08072155362
2205,109837.73072874272
2206,116416.8912901157
2207,182427.0024638786
2208,274041.24683605466
2209,211280.97480700698
2210,120312.27059315475
2211,108236.00677754208
2212,109801.75532957488
2213,117155.84360759179
2214,127471.28521167685
2215,97863.63201321066
2216,148290.86927129995
2217,59255.35642135123
2218,76413.1973237305
2219,70152.69208291528
2220,75483.39184671103
2221,363413.82830545737
2222,271744.95295351505
2223,290498.33434958255
2224,200863.89573802578
2225,132440.44957396877
2226,178942.36899485602
2227,222256.56496718377
2228,282382.5089505689
2229,259573.5078512376
2230,168388.4397084406
2231,214195.37377125645
2232,196103.62904324464
2233,193455.31873065332
2234,230923.65552713696
2235,248406.59415278267
2236,260294.1853244472
2237,323678.4471106944
2238,204867.70770582723
2239,107954.30179554009
2240,157050.78550713626
2241,133902.56316201595
2242,121541.22474745015
2243,127475.2161907145
2244,95084.03752380208
2245,88323.29779231852
2246,140557.03697853527
2247,108879.66167001662
2248,123704.062615771
2249,122464.96852705812
2250,128972.40604636035
2251,120591.70973402065
2252,163936.68701728608
2253,160637.14461624392
2254,175152.4916389666
2255,190868.5418823863
2256,173337.53256275598
2257,208626.29447447296
2258,171713.36152063424
2259,183891.7129995029
2260,147893.69840122093
2261,196560.6962438939
2262,198281.41822126013
2263,345302.5880694517
2264,456850.55446281703
2265,161518.31072333682
2266,269618.16881175473
2267,381063.9470458451
2268,404961.2617205545
2269,139610.87923894072
2270,181707.27130107468
2271,246610.81222612446
2272,213260.94690363837
2273,171706.35145408098
2274,166969.88360072684
2275,168694.62089810963
2276,212404.6214505635
2277,180614.87386377406
2278,134029.72980632717
2279,132483.04492817924
2280,120947.15138158928
2281,166619.7401026775
2282,168017.01562546327
2283,101570.09095131389
2284,122349.45271894934
2285,155718.57677608955
2286,122406.40179345243
2287,365038.0165113108
2288,265944.01471190416
2289,378153.649032552
2290,436984.9369593039
2291,327812.0867173317
2292,449301.66129388334
2293,442373.3266052181
2294,385813.5162025386
2295,436130.1225899173
2296,291542.99436477775
2297,345709.102545149
2298,320347.3282790762
2299,351136.4455903595
2300,321144.84111129446
2301,310401.65767455543
2302,250000.04977090197
2303,244898.6134272575
2304,239323.24503615964
2305,187493.7828613514
2306,184879.91373792815
2307,198802.75377688964
2308,207025.74826851487
2309,289109.6120489427
2310,210122.85169736404
2311,190547.8264064132
2312,169257.72279673614
2313,170723.29826858226
2314,160476.47652081554
2315,163565.10930729317
2316,177331.80942580054
2317,181465.52648367762
2318,177901.3735111383
2319,176667.81217080107
2320,187326.0567692246
2321,264827.40691113134
2322,182557.5535417496
2323,179032.0818734813
2324,166111.11133997084
2325,201047.19407775608
2326,166141.62389161394
2327,212452.5980594312
2328,237549.17174596747
2329,192980.4810172968
2330,180398.1978739626
2331,328762.0160361775
2332,373073.00257243396
2333,329624.076958309
2334,258820.38433699106
2335,275257.74442876957
2336,347544.7769012269
2337,216424.04236218598
2338,258211.22116600006
2339,228952.94176791745
2340,416714.8103227843
2341,236928.8113011291
2342,241357.74270957883
2343,232674.66526703315
2344,208782.2544215902
2345,239768.68248563487
2346,211007.72199345505
2347,193048.09356631304
2348,249761.84418390854
2349,177872.96437986236
2350,334718.18436911347
2351,285444.238753666
2352,242417.73737802968
2353,233855.05899222707
2354,135488.835125362
2355,139195.51312151705
2356,151953.59198372968
2357,182772.90705492045
2358,190312.02880335378
2359,136724.34411193134
2360,117701.93851169222
2361,146670.05855939176
2362,265298.0159552563
2363,131398.04516444137
2364,154823.80516817237
2365,216186.30226652417
2366,182247.1837258299
2367,214179.97375056302
2368,211631.90915043332
2369,222646.50551328112
2370,176028.68882895232
2371,168631.7077727714
2372,196088.43832121007
2373,280350.73232946766
2374,320485.3336586401
2375,242536.37461261556
2376,297454.1330203545
2377,351239.29661488906
2378,159438.74654841344
2379,203257.7149572025
2380,153482.2448896512
2381,156427.20221252667
2382,227874.1216060235
2383,219266.22753201067
2384,248087.53737604019
2385,165787.98310956595
2386,133575.05715762483
2387,138603.8328794421
2388,102063.25110946373
2389,125921.2163764603
2390,140295.28962337546
2391,146058.15173999337
2392,120115.98185318138
2393,164203.89856027556
2394,143046.96022751
2395,203256.36712676278
2396,148873.7401271676
2397,221020.7285030882
2398,130807.8695867946
2399,51021.91995831112
2400,54949.16610759442
2401,105760.73553701985
2402,137183.1803998941
2403,133019.74071557328
2404,149764.82704753845
2405,157597.93845968702
2406,143323.75685561838
2407,135617.73115564632
2408,141487.77269414085
2409,126405.77710872084
2410,168571.22680913183
2411,127116.69703258584
2412,140262.17319311955
2413,130484.61445233165
2414,168866.0385899147
2415,133340.14455504034
2416,125054.61304128035
2417,135054.32190473375
2418,139314.76136278344
2419,125575.4395986561
2420,140383.08341656707
2421,148780.65305671163
2422,100188.43720427858
2423,108804.71353879022
2424,166192.17018366724
2425,148988.08283752622
2426,130923.84254400528
2427,131803.57850496215
2428,161797.71308294625
2429,117342.84578904377
2430,136620.32265938376
2431,114102.71131091226
2432,141941.89851858123
2433,148018.086231079
2434,138023.69972443188
2435,145773.72494606438
2436,110531.88042254056
2437,113778.38791927093
2438,128734.65064602802
2439,98197.98395545485
2440,123450.12724328022
2441,93110.86066024621
2442,97991.82719442682
2443,139491.16151380687
2444,130454.7675853669
2445,86521.47569767966
2446,127557.06023642528
2447,185086.7581778781
2448,130090.8962327445
2449,114055.25527919873
2450,149837.97397220132
2451,131486.05554309607
2452,174338.7690907214
2453,97346.78090376801
2454,122303.93452694626
2455,108967.63923010197
2456,129718.765373764
2457,135685.74587684227
2458,121725.78386673675
2459,105468.76576832015
2460,137658.57402848746
2461,126595.612578729
2462,139323.98939234272
2463,118975.00384047213
2464,174124.21852988002
2465,131729.82805720062
2466,116821.77630711644
2467,128955.24829854214
2468,78059.79611416766
2469,74385.72326065646
2470,164650.62537129028
2471,199449.1876199613
2472,147652.09933987926
2473,115546.71430584425
2474,83449.71528719596
2475,202598.48681652115
2476,110534.39905257247
2477,128797.63355885528
2478,147496.27650746165
2479,109673.93011892767
2480,154977.8509955572
2481,119482.14736103565
2482,134450.45925852438
2483,110890.87378999672
2484,117693.57705796887
2485,125327.70784046206
2486,148580.05306282596
2487,143021.27961143892
2488,139585.8845172973
2489,130136.09004028095
2490,150490.8188815123
2491,85541.73490604332
2492,188312.71437862737
2493,147210.42227184266
2494,146899.81258920624
2495,87250.04795571684
2496,263077.6690143599
2497,155499.3067340979
2498,117383.62380289668
2499,84375.92230226367
2500,124271.83930427788
2501,141275.51384581183
2502,139926.0724250592
2503,87712.4213977443
2504,136398.38588580393
2505,214505.9580019343
2506,242157.8116473496
2507,281515.1193354455
2508,241519.58941541146
2509,209041.36001401118
2510,212575.54799595082
2511,174953.1176412463
2512,211372.6747867806
2513,223156.91637801964
2514,280445.88948644686
2515,148111.77722686323
2516,168119.20476071053
2517,143919.93866233467
2518,146803.98362972675
2519,234593.5885931297
2520,204696.63549233688
2521,183146.09027255376
2522,220254.37808237583
2523,116990.60782024721
2524,143055.58010473812
2525,148513.56076554194
2526,140424.16548849555
2527,111047.11868107824
2528,137794.7512629411
2529,135066.02573881033
2530,132773.54050170525
2531,245674.43652523466
2532,223165.77032690088
2533,198085.21941974145
2534,254356.5221339585
2535,313631.5034151275
2536,247493.33506324023
2537,235426.1623232895
2538,179387.33041120853
2539,186546.50923600548
2540,168949.87267061218
2541,178368.37714006196
2542,169044.3704348546
2543,124987.4461404796
2544,107696.42725749298
2545,127905.89809032093
2546,120891.87728568188
2547,148532.96754368438
2548,139008.71490107785
2549,155998.77946619195
2550,235291.59109935735
2551,146123.12239183852
2552,125081.4387665813
2553,82706.57856151705
2554,113686.48243683302
2555,118011.50534736337
2556,103131.87900185079
2557,102925.89362399929
2558,135502.40960613728
2559,135650.00699485754
2560,137384.4438329814
2561,133172.45420947648
2562,131289.94541592445
2563,152836.41114910107
2564,218555.65931119554
2565,138060.98991787783
2566,167995.3664206257
2567,138508.4905218993
2568,152133.80462517278
2569,210380.13585508007
2570,123721.77101021456
2571,173444.4772320564
2572,144482.04362394306
2573,203835.63283513885
2574,243327.68920007112
2575,133897.66739510445
2576,115531.51283341926
2577,155471.6217529676
2578,86494.67035363248
2579,60174.32947395259
2580,117059.24684903158
2581,112051.53077985576
2582,110575.2800600148
2583,290591.1351652489
2584,165778.3836092194
2585,177916.78685279528
2586,206892.5900881451
2587,192874.97730272647
2588,148653.63542479314
2589,147890.6827011077
2590,231933.64624832454
2591,213169.0852223746
2592,200866.023206057
2593,261618.2517595289
2594,199279.3957298255
2595,189405.79071129634
2596,301662.83321406663
2597,203341.49984502004
2598,286771.78097223555
2599,327668.32630511315
2600,135462.8996322024
2601,148812.14021872185
2602,79204.41293931806
2603,87690.21581517074
2604,89918.88319492876
2605,77662.35348147921
2606,143729.28717991736
2607,191624.01850444672
2608,182551.32456710344
2609,164217.00562326485
2610,115262.1860701787
2611,116812.3233393419
2612,158305.40118388817
2613,131736.1801036083
2614,122616.94785263056
2615,151764.96206065806
2616,157366.9113812691
2617,157940.42218809517
2618,187706.3018082266
2619,196707.62056363976
2620,181505.39016773127
2621,175673.26366772334
2622,179207.84183678948
2623,239122.80510909847
2624,290793.46535536443
2625,282136.4817160911
2626,171364.16879868603
2627,170625.0812099572
2628,456041.1047488182
2629,553416.1234534791
2630,398548.2140866423
2631,454971.7389567098
2632,440965.9109362104
2633,291429.89941508963
2634,426880.87892260205
2635,157463.85157774802
2636,188313.82045518918
2637,177321.37194392682
2638,249289.52887637794
2639,194113.64944679308
2640,157810.46237674425
2641,107363.67657592754
2642,174257.5425158986
2643,105434.7881072641
2644,119702.31833053887
2645,106115.27470474744
2646,92282.87398684483
2647,106006.72735006805
2648,146078.26890624381
2649,134355.0649514393
2650,149461.46433039499
2651,143311.81905447243
2652,425037.76257240376
2653,240656.17830944594
2654,224661.61465518118
2655,407262.2856074067
2656,345546.01490593486
2657,358624.43258917495
2658,322644.04934729123
2659,327820.3464643355
2660,355459.5919074957
2661,327934.23871382466
2662,373019.3905246126
2663,284020.0738414218
2664,265844.02742748323
2665,308548.6743698803
2666,282465.2090329971
2667,163866.21546697183
2668,172441.45424325086
2669,165208.32950864025
2670,277391.9625557746
2671,174107.22320781206
2672,200626.65045896947
2673,206992.5037832162
2674,212989.80651364356
2675,167473.0507539748
2676,195095.35241694486
2677,191363.35703760767
2678,259681.0029002588
2679,272055.2601536409
2680,294101.8994982576
2681,393056.81046676234
2682,336153.60748235194
2683,483378.40626637544
2684,337494.22309795924
2685,329366.2733715388
2686,256257.64823361236
2687,342202.8940967835
2688,208218.60264003684
2689,188569.842303757
2690,390893.9801092638
2691,190723.7131131047
2692,137339.6731293339
2693,190660.294713406
2694,122445.0236999749
2695,184437.01036329
2696,174462.9082953214
2697,173392.73477588268
2698,196255.59503785346
2699,172934.25351330137
2700,159510.02940840065
2701,143719.44560977095
2702,127068.92801473424
2703,117599.67288056039
2704,139812.7645237163
2705,123971.50427370719
2706,115729.7980560266
2707,121577.03349179482
2708,135490.02610138294
2709,109065.39379373268
2710,128440.5524729313
2711,295144.01173525315
2712,384477.9669473115
2713,152681.82579254458
2714,147669.72307751936
2715,163498.5115965268
2716,142565.5730228106
2717,183788.44719937604
2718,241222.55565834857
2719,160024.02472540023
2720,176731.50259639116
2721,129652.06502672605
2722,150945.52978628935
2723,132298.58743409408
2724,133320.16178442465
2725,132789.56711516902
2726,148489.38532415085
2727,187327.15238005976
2728,177606.17551860493
2729,148528.66497322044
2730,144124.7912345922
2731,121467.38087678154
2732,132671.08289443728
2733,145559.43256416122
2734,141709.934791001
